genes5,genes4,genes3,genes2,genes1,Label.1,cell_id,Label.2,Label.3,Probability.1,Probability.2,Probability.3,Test.Accuracy,Test.Loss,True_cluster,x_centroid,y_centroid,transcript_counts,control_probe_counts,control_codeword_counts,total_counts,cell_area,nucleus_area,cell_type_1,cell_type_2,cell_type_3,cell_type_4,cell_type_5,majority_cell_type,status,Title,Title.1
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,27445,6,4,0.2731969,0.08509964,0.072251946,0.163240135,2.950269461,21,1616.060321,3506.377417,100,0,0,100,526.4315625,13.4565625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,10763,6,3,0.21314788,0.12442073,0.09493644,0.163240135,2.950269461,3,634.0486389,3244.488806,534,0,0,535,702.3603125,45.15625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,8929,6,3,0.2076462,0.13641968,0.10263887,0.163240135,2.950269461,5,4548.303516,1106.643347,228,0,0,228,370.7779688,9.8440625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,32769,6,3,0.15505187,0.099035874,0.088731214,0.163240135,2.950269461,27,3356.91438,1849.70625,447,0,0,447,309.0042188,92.7509375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,22007,8,3,0.22995102,0.21133389,0.1486323,0.163240135,2.950269461,18,1318.017242,2501.370911,253,0,0,253,174.4385938,53.0134375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,16462,3,19,0.15736425,0.13567622,0.08052828,0.163240135,2.950269461,9,4320.930591,3149.390283,204,0,0,204,135.7396875,48.63328125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,8953,6,8,0.13941368,0.11962234,0.1186703,0.163240135,2.950269461,1,4612.056836,1568.163464,210,0,0,210,222.3945313,29.57734375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,1,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,16484,6,5,0.35385302,0.08992617,0.07032812,0.163240135,2.950269461,7,4311.694727,3206.788318,268,0,0,268,442.3054688,47.504375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,3552,6,8,0.33363676,0.107076265,0.06941801,0.163240135,2.950269461,1,2438.390393,2505.713672,221,1,0,222,530.7665625,42.58234375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,1,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,3554,2,11,0.21472523,0.16468783,0.07394456,0.163240135,2.950269461,2,2419.710938,2522.009766,159,0,0,159,493.4223438,33.73171875,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,3555,2,11,0.21840778,0.09506848,0.09376819,0.163240135,2.950269461,21,2424.737476,2459.909338,158,0,0,158,271.479375,34.7703125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,10819,3,19,0.2163889,0.1313224,0.095229745,0.163240135,2.950269461,19,516.5631683,2740.604614,68,0,0,68,350.9995313,33.46078125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,32815,2,11,0.22415534,0.13764806,0.056029357,0.163240135,2.950269461,20,5303.235083,3432.216162,228,0,0,228,314.4229688,67.2828125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,16515,2,14,0.23806168,0.21144512,0.066446334,0.163240135,2.950269461,14,4615.469702,2826.40647,432,0,0,432,605.81625,34.00265625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,10835,9,14,0.1800276,0.17754884,0.10443056,0.163240135,2.950269461,28,2782.890869,513.8812897,6,0,0,6,839.8159375,7.27015625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,32830,11,17,0.14347285,0.09925918,0.09894645,0.163240135,2.950269461,11,5366.036304,3476.209473,249,0,0,250,409.9735938,68.77296875,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,27508,3,4,0.2241123,0.07237942,0.0712293,0.163240135,2.950269461,6,1492.189111,3505.784326,104,0,0,104,186.7210938,35.3121875,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,27511,4,3,0.12769112,0.10218809,0.07548941,0.163240135,2.950269461,2,1495.453601,3475.960657,218,0,0,218,199.5454688,20.18484375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,32833,3,9,0.19540885,0.08643785,0.07794799,0.163240135,2.950269461,11,5378.511133,3459.699841,217,0,0,217,221.5365625,62.5865625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,16537,3,6,0.17502648,0.13594994,0.11055568,0.163240135,2.950269461,7,4676.077441,2817.369824,192,0,0,192,333.253125,8.7603125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,29365,6,2,0.19435881,0.12734613,0.09708426,0.163240135,2.950269461,1,5341.346875,3196.771973,275,0,0,275,244.6565625,54.8196875,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,1,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,5340,6,2,0.1991182,0.113305725,0.06500632,0.163240135,2.950269461,11,4019.429614,3428.58457,294,0,0,294,435.3514063,58.38703125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,32882,6,4,0.22482699,0.0930537,0.07128989,0.163240135,2.950269461,11,5088.188403,3465.337732,372,0,0,372,350.0964063,70.985625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,14590,4,3,0.14618476,0.091901034,0.080241576,0.163240135,2.950269461,13,4862.085083,3160.727283,83,0,0,83,93.15734375,14.04359375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,34728,2,4,0.18691003,0.15671349,0.08229164,0.163240135,2.950269461,9,4014.184766,2860.082739,334,0,0,335,490.2614063,50.21375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,20267,6,3,0.2910691,0.12209401,0.069790825,0.163240135,2.950269461,14,3080.411206,2704.586694,310,0,0,310,835.9776563,32.73828125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,14614,10,8,0.14168625,0.09979948,0.0574563,0.163240135,2.950269461,17,4800.887988,3230.254211,392,0,0,392,268.8603125,93.4734375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,10880,6,3,0.21543951,0.10856544,0.0824899,0.163240135,2.950269461,9,3142.986853,676.5878082,234,0,0,234,504.9371875,25.468125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,22120,6,8,0.18975101,0.1392465,0.12180103,0.163240135,2.950269461,16,1390.106622,2235.074585,428,0,0,428,350.4125,59.245,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,22123,3,6,0.17446813,0.119109474,0.09117776,0.163240135,2.950269461,16,1385.542645,2248.605481,405,0,0,405,342.7359375,35.944375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,27605,12,14,0.24032122,0.08973598,0.0805145,0.163240135,2.950269461,5,1076.544922,3476.273389,335,0,0,335,846.5442188,8.08296875,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,25779,3,6,0.18658459,0.17265037,0.16680036,0.163240135,2.950269461,5,1150.022607,2996.14624,177,0,0,178,441.8990625,40.23421875,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,7194,11,20,0.17835943,0.09542368,0.080307946,0.163240135,2.950269461,5,1741.14054,2650.443811,294,0,0,294,259.8742188,31.0675,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,27616,3,6,0.18208635,0.091476366,0.08451738,0.163240135,2.950269461,26,1118.958905,3431.729529,123,0,0,123,216.5242188,15.03703125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,10903,2,6,0.17401917,0.15860447,0.077446006,0.163240135,2.950269461,9,3277.739246,661.4571442,26,0,0,26,304.53375,7.044375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,29439,12,8,0.14379705,0.10576815,0.09443501,0.163240135,2.950269461,13,5133.160791,3073.731567,257,0,0,257,199.3196875,82.59078125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,34814,12,13,0.142767,0.068218954,0.06321548,0.163240135,2.950269461,7,4092.356958,2833.542859,190,0,0,191,159.853125,40.05359375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,27638,6,4,0.16442554,0.12839329,0.10552499,0.163240135,2.950269461,5,869.4335815,3455.32782,391,0,0,391,426.816875,82.86171875,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,18539,2,6,0.32903573,0.16758,0.080577284,0.163240135,2.950269461,4,2813.356189,2286.87478,221,0,0,221,537.2690625,65.25078125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,32954,3,4,0.159518,0.084207326,0.080577865,0.163240135,2.950269461,6,4962.113647,3414.484656,235,0,0,235,450.1175,38.51828125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,27645,3,6,0.21291338,0.14686812,0.12351642,0.163240135,2.950269461,15,900.6107971,3417.425208,244,0,0,244,416.4760938,55.090625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,5461,6,11,0.17913528,0.104776114,0.07311723,0.163240135,2.950269461,1,3666.657202,3489.631421,177,0,0,177,299.8375,44.65953125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,1,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,5472,6,3,0.17967525,0.16885094,0.09190072,0.163240135,2.950269461,11,3709.903857,3440.610742,570,0,0,571,668.131875,58.0709375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,25839,6,4,0.16106255,0.12874363,0.11002195,0.163240135,2.950269461,10,1224.897314,2900.288611,303,1,0,304,651.9207813,48.90421875,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,5482,2,11,0.14405929,0.13776165,0.11645729,0.163240135,2.950269461,11,3428.866174,3440.557825,401,0,0,402,663.5259375,32.73828125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,20336,6,4,0.2031293,0.11557533,0.10201352,0.163240135,2.950269461,11,3069.666675,3311.593774,354,0,0,354,409.8832813,77.08171875,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,27655,6,3,0.22744477,0.11428071,0.10463031,0.163240135,2.950269461,4,970.2207336,3451.302563,216,0,0,216,365.2689063,19.688125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,3710,14,2,0.21531197,0.08170341,0.069574215,0.163240135,2.950269461,25,2417.317822,2341.61864,171,0,0,171,523.993125,17.7915625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,10964,3,9,0.19988452,0.16029358,0.067858644,0.163240135,2.950269461,9,2599.516235,631.0099304,98,0,0,98,84.75828125,12.23734375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,18620,4,2,0.13006745,0.12274323,0.11838116,0.163240135,2.950269461,2,2742.493665,2372.191248,50,0,0,50,263.3964063,6.5928125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,5530,6,2,0.18832691,0.12136025,0.091109365,0.163240135,2.950269461,2,3381.395874,3440.114563,290,0,0,290,587.573125,38.24734375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,27676,4,3,0.1564369,0.12393805,0.07608246,0.163240135,2.950269461,4,4054.467627,1673.391534,99,0,0,99,149.376875,33.3253125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,27677,6,3,0.15631148,0.14466068,0.13898352,0.163240135,2.950269461,28,4058.093823,1605.697833,255,0,0,255,285.02625,17.38515625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,22265,3,8,0.19281006,0.17726882,0.14357579,0.163240135,2.950269461,10,1336.324823,2422.816052,524,0,0,524,416.1148438,79.475,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,18639,9,8,0.16457582,0.119820565,0.07712352,0.163240135,2.950269461,21,2743.225378,2413.315186,81,0,0,81,87.8740625,27.31953125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,16717,2,4,0.17362721,0.096131966,0.09190494,0.163240135,2.950269461,7,4237.494873,2778.436047,345,0,0,345,646.7278125,6.45734375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,27706,6,3,0.16769117,0.14347042,0.11486589,0.163240135,2.950269461,6,3893.923047,1437.029279,510,0,0,510,395.56875,54.77453125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,18644,2,4,0.16310564,0.1324359,0.076371305,0.163240135,2.950269461,2,2741.441956,2431.190295,88,0,0,88,221.265625,21.26859375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,5557,8,3,0.20141076,0.16322176,0.06954849,0.163240135,2.950269461,9,2418.51604,3090.744019,257,0,0,258,211.7376563,51.9296875,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,20416,12,13,0.10547891,0.10522476,0.08774909,0.163240135,2.950269461,24,2983.576782,2948.377734,396,0,0,396,179.4509375,55.94859375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,11020,6,3,0.21214262,0.14981191,0.10583878,0.163240135,2.950269461,12,4900.029614,2448.888391,439,0,0,440,426.5459375,85.39046875,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,22303,6,3,0.23058516,0.18337612,0.11321508,0.163240135,2.950269461,23,1473.77113,2422.203247,351,1,0,352,684.7945313,42.13078125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,29614,17,9,0.12972385,0.09858873,0.072053626,0.163240135,2.950269461,1,5263.226563,3259.098596,128,0,0,128,114.8323438,24.61015625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,1,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,31326,8,6,0.27306548,0.11661568,0.11168617,0.163240135,2.950269461,14,4091.63479,2024.742334,452,0,0,452,486.784375,96.7246875,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,22313,6,3,0.29161596,0.069832526,0.06887264,0.163240135,2.950269461,6,1506.800977,2477.579211,530,0,0,530,803.0135938,23.9328125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,22318,6,4,0.22008324,0.12384883,0.07846934,0.163240135,2.950269461,15,1535.819989,2493.139648,471,0,0,471,696.3545313,53.1940625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,34963,2,7,0.14149033,0.13605227,0.12674204,0.163240135,2.950269461,1,3888.997363,2965.631323,444,0,0,445,386.2214063,59.83203125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,1,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,27740,10,3,0.19018039,0.13375477,0.093863495,0.163240135,2.950269461,6,3892.987549,1556.108862,400,0,0,400,269.8989063,66.9215625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,11051,2,6,0.15437025,0.11430574,0.10215271,0.163240135,2.950269461,9,4904.701294,2041.047974,232,0,0,232,337.949375,46.059375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,22338,3,8,0.22590256,0.1567863,0.13385284,0.163240135,2.950269461,8,1608.152271,1850.818347,159,0,0,161,260.6870313,40.95671875,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,25996,6,3,0.18042941,0.17587177,0.13721333,0.163240135,2.950269461,8,868.0116577,3204.987671,224,0,0,224,358.9921875,22.89421875,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,33089,3,8,0.2090798,0.17971054,0.13684864,0.163240135,2.950269461,3,2415.675305,1360.971918,398,0,0,399,652.2820313,49.71703125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,27762,2,9,0.19363898,0.1464705,0.0871339,0.163240135,2.950269461,23,4017.916797,1181.627417,228,0,0,228,116.141875,56.4453125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,7353,5,6,0.16489021,0.11376831,0.08563247,0.163240135,2.950269461,2,1743.181494,3251.62229,344,1,0,345,620.1307813,49.5815625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,18762,3,6,0.21207806,0.1079544,0.09945701,0.163240135,2.950269461,1,2703.89856,2132.166895,152,0,0,152,238.5604688,20.59125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,1,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pglyrp1,Nostrin,Emcn,Sox17,Cldn5,1,16843,2,4,0.15183836,0.114314124,0.110126264,0.163240135,2.950269461,1,4177.251538,2634.377649,169,0,0,169,255.1779688,37.2990625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,1,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
